pincode,place,state,district,lat,lng
413253,Kamati Khurd,Maharashtra,Solapur,18.3187,75.1457
413255,Hiraj,Maharashtra,Solapur,17.7393,75.8293
413301,Bavi,Maharashtra,Solapur,17.9302,75.366
413302,Karkam,Maharashtra,Solapur,17.866,75.2961
413303,Ashti (Solapur),Maharashtra,Solapur,17.8439,75.4103
413304,Korti,Maharashtra,Solapur,17.792,75.4847
413305,Lendave Chinchali,Maharashtra,Solapur,17.792,75.4847
413306,Phalwani,Maharashtra,Solapur,17.9232,74.8561
413307,Akola Wasud,Maharashtra,Solapur,17.5589,75.4031
413308,Chinke,Maharashtra,Solapur,17.792,75.4847
413309,Alegaon,Maharashtra,Solapur,17.792,75.4847
413310,Bhalwani,Maharashtra,Solapur,17.792,75.4847
413314,Kole (Solapur),Maharashtra,Solapur,18.1961,75.4188
413315,Patwardhan Kuroli,Maharashtra,Solapur,18.1961,75.4188
413317,Manjari,Maharashtra,Solapur,17.7412,75.3501
413319,Huljanti,Maharashtra,Solapur,18.013,75.695
413322,Nimboni,Maharashtra,Solapur,17.2979,75.4297
413324,Deodi,Maharashtra,Solapur,17.792,75.4847
413401,Malegaon,Maharashtra,Solapur,17.792,75.4847
413402,Dhamangaon,Maharashtra,Solapur,17.792,75.4847
413403,Pangaon (Solapur),Maharashtra,Solapur,17.792,75.4847
413404,Pandhari,Maharashtra,Solapur,17.792,75.4847
413405,Wadgaon Jahagir,Maharashtra,Osmanabad,18.1896,76.0397
413406,Javalgaon,Maharashtra,Solapur,17.792,75.4847
413409,Umbarge,Maharashtra,Solapur,17.792,75.4847
413410,Degaon  ( Valuj ),Maharashtra,Solapur,17.9901,75.6514
413411,K.V.Nagar Barshi,Maharashtra,Solapur,17.9901,75.6514
413412,Yavali,Maharashtra,Solapur,17.9901,75.6514
413501,Milly Colony,Maharashtra,Osmanabad,18.1896,76.0397
413502,Wakadi,Maharashtra,Osmanabad,18.3748,75.6181
413503,Tandulwadi (Vasi),Maharashtra,Osmanabad,18.1896,76.0397
413504,Sirsav,Maharashtra,Osmanabad,18.1896,76.0397
413505,Kandari,Maharashtra,Osmanabad,18.1896,76.0397
413506,Takviki,Maharashtra,Osmanabad,18.1896,76.0397
413507,Karanjkalla,Maharashtra,Osmanabad,18.1896,76.0397
413508,Malkaranja,Maharashtra,Osmanabad,18.1896,76.0397
413509,Hingalajwadi,Maharashtra,Osmanabad,18.1896,76.0397
413510,Murud,Maharashtra,Osmanabad,18.1896,76.0397
413511,Shirala,Maharashtra,Latur,18.3963,76.452
413512,Latur H.O,Maharashtra,Latur,18.6024,76.5881
413513,Telgaon,Maharashtra,Latur,18.3748,76.7617
413514,Shirur Tajband,Maharashtra,Osmanabad,18.1896,76.0397
413515,Ahmedpur (Latur),Maharashtra,Latur,18.3737,76.6492
413516,Killari S F,Maharashtra,Latur,18.1896,76.3395
413517,Loni,Maharashtra,Latur,18.3748,76.7617
413518,Wadhona,Maharashtra,Latur,18.3748,76.7617
413519,Gondgaon,Maharashtra,Latur,18.3748,76.7617
413520,Selu,Maharashtra,Latur,18.1999,76.3827
413521,Gunjarga,Maharashtra,Osmanabad,18.1896,76.0397
413522,Borsuri,Maharashtra,Latur,18.3748,76.7617
413523,Kingaon,Maharashtra,Osmanabad,18.1896,76.0397
413524,Bholegaon,Maharashtra,Latur,18.3955,76.81715
413525,Pangaon (YRM),Maharashtra,Osmanabad,18.1896,76.0397
413526,Hatola,Maharashtra,Osmanabad,18.1896,76.0397
413527,Sondgaon,Maharashtra,Latur,18.5264,76.4593
413528,Ranjani,Maharashtra,Osmanabad,18.35265,76.1114
413529,Sugaon Mahalang,Maharashtra,Latur,18.5487,76.7532
413530,Shirol Wanjarwada,Maharashtra,Latur,18.3748,76.7617
413531,Hippalgaon,Maharashtra,Osmanabad,18.1896,76.0397
413532,Deulwadi,Maharashtra,Latur,18.3045,76.8507
413534,Ieet,Maharashtra,Osmanabad,18.1896,76.0397
413544,Shirur Anantpal,Maharashtra,Osmanabad,18.1896,76.0397
413581,Mahalangra,Maharashtra,Osmanabad,18.1896,76.3884
413582,Chikhali,Maharashtra,Osmanabad,18.5717,75.6649
413601,Deosinga,Maharashtra,Osmanabad,18.0584,76.1293
413602,Horti,Maharashtra,Osmanabad,18.1268,76.3374
413603,Shahapur,Maharashtra,Osmanabad,17.835,76.21525
413604,Dalimb,Maharashtra,Osmanabad,17.8878,76.4564
413605,Sundarwadi,Maharashtra,Osmanabad,18.1896,76.0397
413606,Narangwadi,Maharashtra,Osmanabad,17.891,76.6712
413607,Tambhaia,Maharashtra,Osmanabad,18.1896,76.0397
413608,Bhatangli,Maharashtra,Osmanabad,18.0218,76.3318
413623,Sangvi Mardi,Maharashtra,Osmanabad,17.8859,75.9852
413624,Masla Khurd,Maharashtra,Osmanabad,18.1896,76.0397
413701,Shedgaon,Maharashtra,Ahmed Nagar,19.1003,74.6259
413702,Belwandi S.F.,Maharashtra,Ahmed Nagar,19.2042,74.6779
413703,Pimpalgaon Pisa,Maharashtra,Ahmed Nagar,18.8579,74.5962
413704,Sade,Maharashtra,Ahmed Nagar,18.7833,75.0066
413705,Rahuri,Maharashtra,Ahmed Nagar,19.37365,74.62715
413706,Taharabad,Maharashtra,Ahmed Nagar,19.2042,74.6779
413707,Naur,Maharashtra,Ahmed Nagar,19.7681,74.6155
413708,Wari,Maharashtra,Ahmed Nagar,19.2042,74.6779
413709,Gondhavani,Maharashtra,Ahmed Nagar,19.4764,74.9423
413710,Rampur,Maharashtra,Ahmed Nagar,19.5405,74.5339
413711,Nimbhere,Maharashtra,Ahmed Nagar,19.2042,74.6779
413712,Pravaranagar,Maharashtra,Ahmed Nagar,19.2042,74.6779
413713,Loni Kd,Maharashtra,Ahmed Nagar,19.2042,74.6779
413714,Ashvi BK,Maharashtra,Ahmed Nagar,19.2042,74.6779
413715,Ambi,Maharashtra,Ahmed Nagar,19.2042,74.6779
413716,Deolali Pravara,Maharashtra,Ahmed Nagar,19.2042,74.6779
413717,Karegaon,Maharashtra,Ahmed Nagar,19.5639,75.2002
413718,Undirgaon,Maharashtra,Ahmed Nagar,19.6637,74.7031
413719,Ranjangaon Kd,Maharashtra,Ahmed Nagar,19.2042,74.6779
413720,Khandala Nandur,Maharashtra,Ahmed Nagar,19.2003,75.0508
413721,Pathare Kd,Maharashtra,Ahmed Nagar,19.501,74.6854
413722,Mulanagar,Maharashtra,Ahmed Nagar,19.2003,75.0508
413723,Chitali,Maharashtra,Ahmed Nagar,19.3792,75.0818
413725,Ghogargaon,Maharashtra,Ahmed Nagar,19.2042,74.6779
413726,Limpangaon,Maharashtra,Ahmed Nagar,19.2003,75.0508
413728,Bhangaon,Maharashtra,Ahmed Nagar,19.2042,74.6793
413736,Loni Bk,Maharashtra,Ahmed Nagar,19.2042,74.6779
413737,Babhleshwar,Maharashtra,Ahmed Nagar,19.1469,74.9649
413738,Pimpri Lauki,Maharashtra,Ahmed Nagar,19.2042,74.6779
413739,Nipani Vadgaon,Maharashtra,Ahmed Nagar,19.2042,74.6779
413801,Malthan,Maharashtra,Pune,18.4934,74.5484
413802,Kurkumbh,Maharashtra,Pune,18.4934,74.5484
414001,Ahmednagar City,Maharashtra,Ahmed Nagar,19.0512,75.1407
414002,Bhingar Wes,Maharashtra,Ahmed Nagar,19.2042,74.6779
414003,Savedi Road,Maharashtra,Ahmed Nagar,19.0512,75.1407
414005,Bhorwadi,Maharashtra,Ahmed Nagar,19.2306,74.6025
414006,Khandala,Maharashtra,Ahmed Nagar,19.4913,74.7761
414101,Gundegaon,Maharashtra,Ahmed Nagar,18.8943,74.65045
414102,Chinchpur Ijde,Maharashtra,Ahmed Nagar,19.2042,74.6779
414103,Goregaon,Maharashtra,Ahmed Nagar,19.2035,74.274
414105,Umbra,Maharashtra,Ahmed Nagar,19.2042,74.6779
414106,Tisgaon,Maharashtra,Ahmed Nagar,19.1644,74.3729
414110,MIRC,Maharashtra,Ahmed Nagar,19.2042,74.6779
414111,Karjune Khare,Maharashtra,Ahmed Nagar,19.2076,74.6664
414113,Midsangavi,Maharashtra,Ahmed Nagar,19.2042,74.6779
414201,Sandve,Maharashtra,Ahmed Nagar,19.0005,74.9178
414202,Wadgaon Daula,Maharashtra,Beed,18.9478,75.8395
414203,Khadkat,Maharashtra,Beed,18.9926,75.543
414204,Muggaon,Maharashtra,Beed,18.9478,75.8395
414205,Rajuri Navgan,Maharashtra,Beed,18.9478,75.8395
414208,Khilad,Maharashtra,Beed,18.9478,75.8395
414301,Apdhup,Maharashtra,Ahmed Nagar,19.2042,74.6779
414302,Pimpalner,Maharashtra,Ahmed Nagar,19.2302,74.6006
414303,Gargundi,Maharashtra,Ahmed Nagar,19.2042,74.6779
414304,Takali Dhokeshwar,Maharashtra,Ahmed Nagar,19.5808,74.4827
414305,Padali Ale,Maharashtra,Ahmed Nagar,19.2042,74.6779
414306,Ralegan Therpal,Maharashtra,Ahmed Nagar,18.96,74.2813
414401,Diksal,Maharashtra,Ahmed Nagar,19.1331,75.0603
414402,Karjat (Ahmed Nagar),Maharashtra,Ahmed Nagar,19.0052,74.5931
414403,Khednagar,Maharashtra,Ahmed Nagar,19.2042,74.6779
414501,Nimbe Nandur,Maharashtra,Ahmed Nagar,19.0469,74.6015
414502,Shevgaon,Maharashtra,Ahmed Nagar,19.2042,74.6779
414503,Chapadgaon,Maharashtra,Ahmed Nagar,19.307,75.3692
414504,Gaikwad Jalgaon,Maharashtra,Ahmed Nagar,19.2042,74.6779
414505,Avane BK,Maharashtra,Ahmed Nagar,19.2822,75.182
414601,Shendi,Maharashtra,Ahmed Nagar,19.1877,74.7884
414602,Kharwandi,Maharashtra,Ahmed Nagar,19.2042,74.6779
414603,Jalke Kd,Maharashtra,Ahmed Nagar,19.2042,74.6779
414604,Kukana,Maharashtra,Ahmed Nagar,19.2042,74.6779
414605,Bhende SK,Maharashtra,Ahmed Nagar,19.2042,74.6779
414606,Kauthe,Maharashtra,Ahmed Nagar,19.2042,74.6779
414607,Kangoni,Maharashtra,Ahmed Nagar,19.2042,74.6779
414609,Bhanashivara,Maharashtra,Ahmed Nagar,19.4851,74.9684
414701,Kashti,Maharashtra,Ahmed Nagar,19.2042,74.6779
415001,Satara H.O,Maharashtra,Satara,17.6661,74.1735
415002,Kumthe,Maharashtra,Satara,17.6661,74.1735
415003,Khed(Wadhe),Maharashtra,Satara,17.6661,74.1735
415004,Mouje Tasgaon,Maharashtra,Satara,17.6661,74.1735
415010,Bhaktawadi,Maharashtra,Satara,17.6661,74.1735
415011,Revadi,Maharashtra,Satara,17.6661,74.1735
415012,Ganje,Maharashtra,Satara,17.6661,74.1735
415013,Parali,Maharashtra,Satara,17.6661,74.1735
415014,Bambawade,Maharashtra,Satara,17.6661,74.1735
415015,Limbgove,Maharashtra,Satara,17.6661,74.1735
415019,Varne,Maharashtra,Satara,17.6661,74.1735
415020,Morghar,Maharashtra,Satara,17.6661,74.1735
415021,Jamb Khurd,Maharashtra,Satara,17.6661,74.1735
415022,Kelembe,Maharashtra,Satara,17.6661,74.1735
415023,Mahiamngad,Maharashtra,Satara,17.6661,74.1735
415101,Chandoli,Maharashtra,Kolhapur,16.4704,74.1612
415102,Morale,Maharashtra,Satara,17.4422,74.5502
415103,Kolewadi,Maharashtra,Satara,17.6661,74.1735
415104,Kale (Satara),Maharashtra,Satara,17.6931,74.4665
415105,Karavadi,Maharashtra,Satara,17.6931,74.4665
415106,Vadoli Bhikeshwar,Maharashtra,Satara,17.4018,74.2083
415107,Nandgaon,Maharashtra,Satara,17.5887,74.15975
415108,Rethare KH,Maharashtra,Satara,17.6931,74.4665
415109,Umbraj,Maharashtra,Satara,17.3706,74.1056
415110,Karad H.O,Maharashtra,Satara,17.6661,74.1735
415111,Yenape,Maharashtra,Satara,17.6661,74.1735
415112,Ambavawde KHD,Maharashtra,Satara,17.6661,74.1735
415114,Vihe Vasahat,Maharashtra,Satara,17.6661,74.1735
415115,Koprde Hawali,Maharashtra,Satara,17.6661,74.1735
415116,Kiroli,Maharashtra,Satara,17.6661,74.1735
415122,Yeravale,Maharashtra,Satara,17.6661,74.1735
415124,Vahagaon,Maharashtra,Satara,17.6661,74.1735
415202,Latwan,Maharashtra,Ratnagiri,17.2734,73.4573
415203,Takede,Maharashtra,Ratnagiri,17.2734,73.4573
415205,Adul,Maharashtra,Satara,17.6661,74.1735
415206,Bondri,Maharashtra,Satara,17.3751,73.9014
415207,Navaja,Maharashtra,Satara,17.3755,73.7305
415208,Devhare,Maharashtra,Ratnagiri,17.2734,73.4573
415209,Divashi BK,Maharashtra,Satara,17.6661,74.1735
415211,Marali,Maharashtra,Satara,17.6661,74.1735
415212,Marul Haveli,Maharashtra,Satara,17.6661,74.1735
415213,Chimbhave,Maharashtra,Raigarh(MH),18.5574,74.4986
415214,Peve,Maharashtra,Ratnagiri,17.2734,73.4573
415301,Atpadi,Maharashtra,Sangli,17.1109,74.7832
415302,Bichud,Maharashtra,Sangli,17.1109,74.7832
415303,Sonkire,Maharashtra,Sangli,17.1109,74.7832
415304,Vihapur,Maharashtra,Sangli,17.1109,74.7832
415305,Hingangaon Khurd,Maharashtra,Sangli,17.1109,74.7832
415306,Gomewadi,Maharashtra,Sangli,17.3308,74.8734
415307,Khanapur (Sangli),Maharashtra,Sangli,17.2606,74.7157
415308,Kharsundi,Maharashtra,Sangli,17.3414,74.7762
415309,Jondhalkhindi,Maharashtra,Sangli,17.3811,74.6447
415310,Bhikavadi BK,Maharashtra,Sangli,17.1177,74.6544
415311,Ainwadi,Maharashtra,Sangli,17.0392,74.6569
415312,Panchwad,Maharashtra,Satara,17.4319,74.6443
415313,Takari,Maharashtra,Sangli,17.1177,74.6544
415315,Dighanchi,Maharashtra,Sangli,17.1177,74.6544
415401,Karanjawade,Maharashtra,Sangli,17.1109,74.7832
415402,Mangrul,Maharashtra,Sangli,17.2161,74.54925
415403,Kameri,Maharashtra,Sangli,17.0078,74.2623
415404,Tambave,Maharashtra,Sangli,17.1267,74.1864
415405,Charan,Maharashtra,Sangli,17.1109,74.7832
415406,Kalamwadi,Maharashtra,Sangli,17.0906,74.2246
415407,Rethare Dharan,Maharashtra,Sangli,17.1109,74.7832
415408,Biur,Maharashtra,Sangli,17.1109,74.7832
415409,Kapuskhed,Maharashtra,Sangli,17.05,74.2667
415410,Takave,Maharashtra,Sangli,17.1009,74.1591
415411,Bahadurwadi,Maharashtra,Sangli,17.1109,74.7832
415412,Thanapude,Maharashtra,Sangli,17.1109,74.7832
415413,Masuchiwadi,Maharashtra,Sangli,17.1109,74.7832
415414,S S K Sakharale,Maharashtra,Sangli,17.1109,74.7832
415415,Karanguli,Maharashtra,Sangli,17.1109,74.7832
415501,Koregaon,Maharashtra,Satara,17.6661,74.1735
415502,Visapur,Maharashtra,Satara,17.6661,74.1735
415503,Vetane,Maharashtra,Satara,17.7705,74.3305
415504,Diskal Mol,Maharashtra,Satara,17.6661,74.1735
415505,Khatav,Maharashtra,Satara,17.6661,74.1735
415506,Vaduj,Maharashtra,Satara,17.6661,74.1735
415507,Palasgaon,Maharashtra,Satara,17.4586,74.6924
415508,Andali,Maharashtra,Satara,17.6661,74.1735
415509,Mhaswad,Maharashtra,Satara,17.6661,74.1735
415510,Aundh,Maharashtra,Satara,17.5407,74.3342
415511,Rahimatpur,Maharashtra,Satara,17.6661,74.1735
415512,Kalambi,Maharashtra,Satara,17.9876,74.5228
415513,Chindhawali,Maharashtra,Satara,17.9876,74.5228
415514,Sarjapur,Maharashtra,Satara,18.0553,74.5306
415515,Pande,Maharashtra,Satara,17.6661,74.1735
415516,Kavathe,Maharashtra,Satara,17.9876,74.5228
415517,Surur,Maharashtra,Satara,17.9876,74.5228
415518,Apashinge,Maharashtra,Satara,17.5477,74.065
415519,Boregaon  Agricultural School,Maharashtra,Satara,17.5299,74.068
415520,Padaloshi,Maharashtra,Satara,17.5477,74.065
415521,Tambave (Lonand),Maharashtra,Satara,18.233,74.828
415522,Hol,Maharashtra,Satara,17.6661,74.1735
415523,Gunavare,Maharashtra,Satara,17.6661,74.1735
415524,Dahigaon,Maharashtra,Satara,17.6661,74.1735
415525,Pimpode BK,Maharashtra,Satara,17.9027,74.0813
415526,Loni,Maharashtra,Satara,18.1272,74.0394
415527,Ambheri,Maharashtra,Satara,17.6661,74.1735
415528,Rawadi BK,Maharashtra,Satara,17.6661,74.1735
415530,Kisanveernagar,Maharashtra,Satara,17.6661,74.1735
415536,Chandak,Maharashtra,Satara,17.6661,74.1735
415537,Bibi,Maharashtra,Satara,17.6661,74.1735
415538,Mhasurne,Maharashtra,Satara,17.6661,74.1735
415539,Vathar KH,Maharashtra,Satara,17.6661,74.1735
415540,Virali,Maharashtra,Satara,17.5,74.7044
415601,Pophali,Maharashtra,Ratnagiri,17.4359,73.6564
415602,Talsar,Maharashtra,Ratnagiri,17.2734,73.4573
415603,Alore,Maharashtra,Ratnagiri,17.2734,73.4573
415604,Kadwad,Maharashtra,Ratnagiri,17.7614,73.2707
415605,Ambdas,Maharashtra,Ratnagiri,17.2734,73.4573
415606,Furus,Maharashtra,Ratnagiri,17.2734,73.4573
415607,Yegaon,Maharashtra,Ratnagiri,17.2734,73.4573
415608,Murdav,Maharashtra,Ratnagiri,17.2734,73.4573
415609,Masrang,Maharashtra,Ratnagiri,17.2734,73.4573
415610,Karbhatale,Maharashtra,Ratnagiri,17.2734,73.4573
415611,Dhamani,Maharashtra,Ratnagiri,17.2734,73.4573
415612,Ratnagiri H.O,Maharashtra,Ratnagiri,17.2734,73.4573
415613,Jambhari,Maharashtra,Ratnagiri,17.2734,73.4573
415614,Jaigad,Maharashtra,Ratnagiri,17.2734,73.4573
415615,Malgund,Maharashtra,Ratnagiri,17.157,73.2717
415616,Ganeshgule,Maharashtra,Ratnagiri,17.2734,73.4573
415617,Kotawada,Maharashtra,Ratnagiri,17.2734,73.4573
415619,Charveli,Maharashtra,Ratnagiri,17.2734,73.4573
415620,Ori,Maharashtra,Ratnagiri,17.2877,73.3626
415621,Sukivili,Maharashtra,Ratnagiri,17.2877,73.3626
415626,Gavade Ambere,Maharashtra,Ratnagiri,17.2877,73.3626
415628,Omali,Maharashtra,Ratnagiri,17.5245,73.4341
415629,Kalbadevi,Maharashtra,Ratnagiri,17.0509,73.291
415634,RGPPL Anjanvel,Maharashtra,Ratnagiri,17.551,73.1457
415637,Talekante,Maharashtra,Ratnagiri,17.3411,73.3727
415639,Nachane,Maharashtra,Ratnagiri,17.7425,73.2869
415640,Tulshi Khurd,Maharashtra,Ratnagiri,17.8883,73.4305
415641,Shirambe,Maharashtra,Ratnagiri,17.336,73.5445
415643,Shiravali,Maharashtra,Ratnagiri,16.7838,73.6585
415701,Bamnoli,Maharashtra,Ratnagiri,17.2734,73.4573
415702,Kalamundi,Maharashtra,Ratnagiri,17.51,73.3236
415703,Veldur,Maharashtra,Ratnagiri,16.9653,73.5574
415705,Adur (Ratnagiri),Maharashtra,Ratnagiri,17.4088,73.204
415706,Dabhol,Maharashtra,Ratnagiri,17.5897,73.18
415708,Satvingaon,Maharashtra,Ratnagiri,17.6214,73.45
415709,Mani,Maharashtra,Ratnagiri,17.2734,73.4573
415710,Furus,Maharashtra,Ratnagiri,17.7444,73.3201
415711,Pangari Tarf Haveli,Maharashtra,Ratnagiri,17.65,73.4667
415712,Shirsoli,Maharashtra,Ratnagiri,17.7537,73.2166
415713,Murud,Maharashtra,Ratnagiri,17.2734,73.4573
415714,Anjarla,Maharashtra,Ratnagiri,17.8476,73.0908
415715,Uchat,Maharashtra,Ratnagiri,17.4468,73.6291
415716,Jamage,Maharashtra,Ratnagiri,17.2734,73.4573
415717,Kelshi,Maharashtra,Ratnagiri,17.9181,73.0636
415718,Sakhar,Maharashtra,Ratnagiri,17.8813,73.4259
415719,Pangari,Maharashtra,Ratnagiri,17.6556,73.2927
415720,Karanjgaon,Maharashtra,Ratnagiri,17.2734,73.4573
415722,Sheldi,Maharashtra,Ratnagiri,17.2734,73.4573
415724,Palpene,Maharashtra,Ratnagiri,17.2734,73.4573
415726,Asore,Maharashtra,Ratnagiri,17.2734,73.4573
415727,Savnas,Maharashtra,Ratnagiri,17.6465,73.3831
415728,Dodavali,Maharashtra,Ratnagiri,17.2734,73.4573
415729,Welneshwar,Maharashtra,Ratnagiri,17.2734,73.4573
415730,Mahalunge,Maharashtra,Ratnagiri,17.2734,73.4573
415801,Bhadkamba,Maharashtra,Ratnagiri,16.9818,73.697
415802,Salpe,Maharashtra,Ratnagiri,17.2734,73.4573
415803,Kankadi,Maharashtra,Ratnagiri,17.0464,73.3937
415804,Karli,Maharashtra,Ratnagiri,17.4898,73.5155
415805,Dale,Maharashtra,Ratnagiri,17.2734,73.4573
415806,Ambolgad,Maharashtra,Ratnagiri,17.2734,73.4573
415807,Devale,Maharashtra,Ratnagiri,17.2734,73.4573
416001,Ghanavade,Maharashtra,Kolhapur,16.4704,74.1612
416002,Shaniwar Peth (Kolhapur),Maharashtra,Kolhapur,16.4704,74.1612
416003,Kolhapur H.O,Maharashtra,Kolhapur,16.4704,74.1612
416004,Shivaji University,Maharashtra,Kolhapur,16.4704,74.1612
416005,Gur Market Yard,Maharashtra,Kolhapur,16.4704,74.1612
416006,Kasba Bavada,Maharashtra,Kolhapur,16.4704,74.1612
416007,Kalamba,Maharashtra,Kolhapur,16.4704,74.1612
416008,Shivaji Veedyapeeth Marg,Maharashtra,Kolhapur,16.4704,74.1612
416010,Hanmantwadi,Maharashtra,Kolhapur,16.4704,74.1612
416011,Beed,Maharashtra,Kolhapur,16.4704,74.1612
416012,Rankala,Maharashtra,Kolhapur,16.4704,74.1612
416013,Girgaon,Maharashtra,Kolhapur,16.4704,74.1612
416101,Chipri,Maharashtra,Kolhapur,16.4704,74.1612
416102,Dharangutti,Maharashtra,Kolhapur,16.4704,74.1612
416103,Shirti,Maharashtra,Kolhapur,16.7353,74.6025
416104,Alas,Maharashtra,Kolhapur,16.4704,74.1612
416105,Ganeshwadi (Kolhapur),Maharashtra,Kolhapur,16.4704,74.1612
416106,Manjarewadi,Maharashtra,Kolhapur,16.4704,74.1612
416107,Dattawad,Maharashtra,Kolhapur,16.4704,74.1612
416108,Rajapurwadi,Maharashtra,Kolhapur,16.4704,74.1612
416109,Korochi,Maharashtra,Kolhapur,16.3736,74.3101
416110,Bahubali,Maharashtra,Kolhapur,16.4704,74.1612
416111,Kumbhoj,Maharashtra,Kolhapur,16.8258,74.4375
416112,Chavare,Maharashtra,Kolhapur,16.5734,74.3309
416113,Pargaon,Maharashtra,Kolhapur,16.4704,74.1612
416114,Kodoli,Maharashtra,Kolhapur,16.8764,74.1909
416115,Shivajinagar Ichalkaranji,Maharashtra,Kolhapur,16.4704,74.1612
416116,Ganganagar Ichalkaranji,Maharashtra,Kolhapur,16.4704,74.1612
416118,Male,Maharashtra,Kolhapur,16.7131,74.3619
416119,Valivade,Maharashtra,Kolhapur,16.4704,74.1612
416120,Chinchwad,Maharashtra,Kolhapur,16.4704,74.1612
416121,Shirdhon,Maharashtra,Kolhapur,16.4704,74.1612
416122,Jatharwadi,Maharashtra,Kolhapur,16.4704,74.1612
416138,Tilwani,Maharashtra,Kolhapur,16.4704,74.1612
416143,Rangoli,Maharashtra,Kolhapur,16.4704,74.1612
416144,Akiwate Industrial Estate,Maharashtra,Kolhapur,16.4704,74.1612
416146,Yadrav,Maharashtra,Kolhapur,16.4704,74.1612
416201,Panhala,Maharashtra,Kolhapur,16.8121,74.1101
416202,Vasagade,Maharashtra,Kolhapur,16.4704,74.1612
416203,Hupari,Maharashtra,Kolhapur,16.4704,74.1612
416204,Bhamate,Maharashtra,Kolhapur,16.4704,74.1612
416205,Majgaon,Maharashtra,Kolhapur,16.6914,74.124
416206,Borbet,Maharashtra,Kolhapur,16.4704,74.1612
416207,Mhalunge,Maharashtra,Kolhapur,16.4704,74.1612
416208,Talashi,Maharashtra,Kolhapur,16.4704,74.1612
416209,Shengaon,Maharashtra,Kolhapur,16.4704,74.1612
416210,Patgaon,Maharashtra,Kolhapur,16.1383,73.9968
416211,Kaulav,Maharashtra,Kolhapur,16.2505,74.1545
416212,Radhanagari,Maharashtra,Kolhapur,16.4,74.0
416213,Salshi,Maharashtra,Kolhapur,16.4704,74.1612
416214,Kapshi,Maharashtra,Kolhapur,16.4704,74.1612
416215,Shahuwadi,Maharashtra,Kolhapur,16.4704,74.1612
416216,Vandur,Maharashtra,Kolhapur,16.577,74.3154
416218,Vadgaon,Maharashtra,Kolhapur,16.7174,74.3037
416219,Karanjivane,Maharashtra,Kolhapur,16.396,74.1914
416220,Chimane,Maharashtra,Kolhapur,16.2786,74.3117
416221,Walwa Bk,Maharashtra,Kolhapur,16.3624,74.314
416223,Bhativade,Maharashtra,Kolhapur,16.3624,74.314
416229,Kerli,Maharashtra,Kolhapur,16.4462,74.3163
416230,Nandgaon,Maharashtra,Kolhapur,16.4704,74.1612
416231,Dudhganganagar,Maharashtra,Kolhapur,16.4704,74.1612
416232,Shankarwadi,Maharashtra,Kolhapur,16.4704,74.1612
416234,MIDC Gokul Shirgaon,Maharashtra,Kolhapur,16.4704,74.1612
416235,Hamidwada,Maharashtra,Kolhapur,16.4704,74.1612
416236,5 Star MIDC Kagal,Maharashtra,Kolhapur,16.4704,74.1612
416301,Pokharni,Maharashtra,Sangli,17.7822,74.5273
416302,Bhadkimbe,Maharashtra,Sangli,17.1109,74.7832
416303,Tavadarwadi,Maharashtra,Sangli,16.9891,74.4679
416304,Budhgaon,Maharashtra,Sangli,16.9074,74.5995
416305,Digraj Kasaba,Maharashtra,Sangli,17.7822,74.5273
416306,Upalavi,Maharashtra,Sangli,17.7822,74.5273
416307,Kavathe Ekand,Maharashtra,Sangli,17.7822,74.5273
416308,Amnapur,Maharashtra,Sangli,17.1109,74.7832
416309,Balavadi(Bhalavani),Maharashtra,Sangli,17.119,74.4106
416310,Palus,Maharashtra,Sangli,17.0881,74.4571
416311,Savlaj,Maharashtra,Sangli,17.1109,74.7832
416312,Waiphale,Maharashtra,Sangli,17.1109,74.7832
416313,Junekhed,Maharashtra,Sangli,17.1109,74.7832
416314,Visapur (Sangli),Maharashtra,Sangli,17.1109,74.7832
416315,Dudhgaon,Maharashtra,Sangli,17.1109,74.7832
416316,Ankalkhop,Maharashtra,Sangli,17.1109,74.7832
416401,Shindewadi,Maharashtra,Sangli,17.6439,75.4978
416402,Daphalapur,Maharashtra,Sangli,17.1109,74.7832
416403,Kumbhari,Maharashtra,Sangli,17.1277,75.0266
416404,Kunikonnur,Maharashtra,Sangli,17.0831,75.2495
416405,Langarpeth,Maharashtra,Sangli,17.1109,74.7832
416406,Madhavnagar,Maharashtra,Sangli,17.1109,74.7832
416407,Dongarwadi,Maharashtra,Sangli,17.1109,74.7832
416408,Savarde,Maharashtra,Sangli,17.1109,74.7832
416409,Narwad,Maharashtra,Sangli,17.1109,74.7832
416410,Miraj H.O,Maharashtra,Sangli,17.1109,74.7832
416411,Lonarwadi,Maharashtra,Sangli,17.1109,74.7832
416412,Sidhnath,Maharashtra,Sangli,17.1109,74.7832
416413,Bellondagi,Maharashtra,Sangli,17.1109,74.7832
416414,Kalambi,Maharashtra,Sangli,16.884,74.6105
416415,Sangalwadi,Maharashtra,Sangli,17.1109,74.7832
416416,Sangli City,Maharashtra,Sangli,16.8544,74.5642
416417,Kavathe Piran,Maharashtra,Sangli,17.1109,74.7832
416418,Kognoli,Maharashtra,Sangli,16.9067,74.8747
416419,Borgaon,Maharashtra,Sangli,17.1109,74.7832
416420,Dhulgaon,Maharashtra,Sangli,17.1109,74.7832
416436,Bamnoli,Maharashtra,Sangli,17.1109,74.7832
416437,Subhashnagar,Maharashtra,Sangli,17.1109,74.7832
