pincode,place,state,district,lat,lng
110001,New Delhi G.P.O.,Delhi,Central Delhi,28.6431,77.2197
110002,Civic Centre,Delhi,Central Delhi,28.6453,77.2456
110003,Delhi High Court,Delhi,South Delhi,28.5947,77.2264
110004,Rashtrapati Bhawan,Delhi,Central Delhi,28.6455,77.205
110005,Anand Parbat,Delhi,Central Delhi,28.6551,77.1833
110006,Baratooti,Delhi,North Delhi,28.7106,77.2115
110007,Gulabi Bagh,Delhi,North Delhi,28.6764,77.2074
110008,Patel Nagar South,Delhi,Central Delhi,28.6466,77.1701
110009,Model Town III,Delhi,North West Delhi,28.7121,77.206
110010,505 A B Workshop,Delhi,South West Delhi,28.5724,77.0274
110011,South Avenue,Delhi,Central Delhi,28.6431,77.2197
110012,Inderpuri,Delhi,Central Delhi,28.6431,77.2197
110013,Hazrat Nizamuddin,Delhi,South Delhi,28.5878,77.2541
110014,Jeevan Nagar,Delhi,South Delhi,28.5014,77.2274
110015,ESI,Delhi,West Delhi,28.6553,77.0657
110016,IT Hauz Khas,Delhi,South West Delhi,28.5531,77.1916
110017,Saket (South Delhi),Delhi,South Delhi,28.5189,77.2131
110018,Tilak Nagar (West Delhi),Delhi,West Delhi,28.6396,77.0884
110019,Nehru Place,Delhi,South Delhi,28.5014,77.2274
110020,F F C Okhla,Delhi,South Delhi,28.5345,77.2779
110021,Moti Bagh,Delhi,South West Delhi,28.5818,77.1793
110022,R K Puram Sect-12,Delhi,South West Delhi,28.5724,77.0274
110023,Laxmi Bai Nagar,Delhi,South West Delhi,28.5724,77.0274
110024,Krishna Market,Delhi,South Delhi,28.5724,77.2365
110025,Zakir Nagar,Delhi,South Delhi,28.5672,77.2725
110026,Shivaji Park (West Delhi),Delhi,West Delhi,28.6709,77.141
110027,Tagore Garden,Delhi,West Delhi,28.6553,77.0657
110028,Naraina Industrial Estate H.O,Delhi,South West Delhi,28.5724,77.0274
110029,Nauroji Nagar,Delhi,South West Delhi,28.565,77.1972
110030,Gadaipur,Delhi,South West Delhi,28.5724,77.0274
110031,Kailash Nagar,Delhi,East Delhi,28.6548,77.2752
110032,Babarpur (North East Delhi),Delhi,East Delhi,28.6292,77.298
110033,Adrash Nagar,Delhi,North West Delhi,28.716,77.1429
110034,Saraswati Vihar,Delhi,North West Delhi,28.716,77.1429
110035,Ganeshpura,Delhi,North West Delhi,28.6772,77.1573
110036,Alipur,Delhi,North West Delhi,28.8127,77.1616
110037,Nangal Dewat,Delhi,South West Delhi,28.548,77.1133
110038,Rajokari,Delhi,South West Delhi,28.5724,77.0274
110039,Barwala,Delhi,North West Delhi,28.805,77.0309
110040,Kanya Gurukul,Delhi,North West Delhi,28.84585,77.0934
110041,Mundka,Delhi,West Delhi,28.6735,77.014
110042,Siraspur,Delhi,North West Delhi,28.7581,77.1309
110043,Gopal Nagar,Delhi,South West Delhi,28.6032,76.9672
110044,Jaitpur,Delhi,South Delhi,28.5027,77.3084
110045,Mahavir Enclave,Delhi,South West Delhi,28.6067,77.08795
110046,Nangal Raya,Delhi,South West Delhi,28.6007,77.1087
110047,Arjungarh,Delhi,South West Delhi,28.5724,77.0274
110048,Masjid Moth,Delhi,South Delhi,28.5614,77.2384
110049,Gautam Nagar,Delhi,South Delhi,28.5014,77.2274
110050,Safdarjung Sorting Delivery Office,Delhi,South Delhi,28.5014,77.2274
110051,Krishna Nagar H.O,Delhi,East Delhi,28.6292,77.298
110052,Satyawati Nagar,Delhi,North West Delhi,28.7688,77.0869
110053,Bhajan Pura,Delhi,East Delhi,28.6292,77.298
110054,Aruna Nagar,Delhi,North Delhi,28.6921,77.2245
110055,A.K.Market,Delhi,Central Delhi,28.6417,77.2132
110056,Shakur Basti Depot,Delhi,North West Delhi,28.7688,77.0869
110057,Vasant Vihar-2,Delhi,South West Delhi,28.5724,77.0274
110058,Janakpuri A-3,Delhi,West Delhi,28.6553,77.0657
110059,D. K. Mohan Garden,Delhi,West Delhi,28.6553,77.0657
110060,Rajender Nagar,Delhi,Central Delhi,28.6431,77.2197
110061,Bijwasan,Delhi,South West Delhi,28.5346,77.0536
110062,Deoli,Delhi,South Delhi,28.508,77.2294
110063,Madipur Village,Delhi,West Delhi,28.6553,77.0657
110064,Hari Nagar BE Block,Delhi,West Delhi,28.6553,77.0657
110065,Sant Nagar (South Delhi),Delhi,South Delhi,28.5619,77.2553
110066,R K Puram (Main),Delhi,South West Delhi,28.5724,77.0274
110067,JNU New Campus,Delhi,South West Delhi,28.5553,77.1743
110068,Ignou,Delhi,South West Delhi,28.5724,77.0274
110069,Union Public Service Commission,Delhi,Central Delhi,28.6431,77.2197
110070,Masood Pur,Delhi,South West Delhi,28.5439,77.1523
110071,Qutub Vihar,Delhi,South West Delhi,28.5458,77.0784
110072,CRPF Jharoda Kalan,Delhi,South West Delhi,28.6526,76.9521
110073,Dhansa,Delhi,South West Delhi,28.5563,76.8963
110074,Sawan Public School,Delhi,South West Delhi,28.5724,77.0274
110075,District Court Complex Dwarka,Delhi,South West Delhi,28.5458,77.0784
110076,Madanpur Khadar,Delhi,South Delhi,28.525,77.3062
110077,Palam Extn (Harijan Basti),Delhi,South West Delhi,28.5458,77.0784
110078,GGSIP University,Delhi,West Delhi,28.6317,77.0425
110080,Sangam Vihar,Delhi,South Delhi,28.5014,77.2274
110081,Jaunti,Delhi,North West Delhi,28.7299,76.9929
110082,Naya Bans,Delhi,North West Delhi,28.78015,77.10215
110083,Mangolpuri N Block,Delhi,North West Delhi,28.7441,77.0732
110084,Jagatpur,Delhi,North Delhi,28.7486,77.2096
110085,Rohini Sector-7,Delhi,North West Delhi,28.7201,77.1027
110086,Pooth Kalan Resettlement,Delhi,North West Delhi,28.7441,77.0732
110087,Peeragarhi,Delhi,West Delhi,28.6553,77.0657
110088,Haiderpur,Delhi,North West Delhi,28.7219,77.159
110089,Rohini Sector 15,Delhi,North West Delhi,28.7441,77.0732
110090,Shaheed Bhagat Singh Colony,Delhi,East Delhi,28.6114,77.2982
110091,Patparganj,Delhi,East Delhi,28.6063,77.3045
110092,Yozna Vihar,Delhi,East Delhi,28.6266,77.2794
110093,Mandoli Saboli,Delhi,East Delhi,28.6114,77.2982
110094,Sabhapur,Delhi,East Delhi,28.6114,77.2982
110095,Jhilmil Tahirpur,Delhi,East Delhi,28.6114,77.2982
110096,Ghazipur,Delhi,East Delhi,28.6114,77.2982
110097,Kapashera.,Delhi,South West Delhi,28.5724,77.0274
110098,AMPC Delivery,Delhi,New Delhi,28.6109,77.214
110100,Foreign Post Delhi IBC,Delhi,Central Delhi,28.6431,77.2197
121001,N.I.F.M. Faridabad,Haryana,Faridabad,28.3327,77.3548
121002,Faridabad Sector 16a,Haryana,Faridabad,28.4172,77.393
121003,Anangpur,Haryana,Faridabad,28.4651,77.3329
121004,Amarpur,Haryana,Faridabad,28.3327,77.3548
121005,Jawahar Colony Faridabad,Haryana,Faridabad,28.3327,77.3548
121006,Faridabad Sector 7,Haryana,Faridabad,28.3327,77.3548
121007,Faridabad Sector 15,Haryana,Faridabad,28.3327,77.3548
121008,Faridabad Sector 29,Haryana,Faridabad,28.3327,77.3548
121009,Surajkund Faridabad,Haryana,Faridabad,28.3327,77.3548
121010,SECTOR-46,Haryana,Faridabad,28.3327,77.3548
121012,Sector-21D,Haryana,Faridabad,28.3327,77.3548
121013,Sec-91,Haryana,Faridabad,28.3327,77.3548
121014,Greater Faridabad,Haryana,Faridabad,28.3327,77.3548
121015,Sector 55,Haryana,Faridabad,28.3327,77.3548
121101,Alipur,Haryana,Faridabad,28.3327,77.3548
121102,Rasulpur,Haryana,Faridabad,28.3327,77.3548
121103,Madnaka,Haryana,Faridabad,28.3327,77.3548
121105,Khatela Sarai,Haryana,Faridabad,28.3327,77.3548
121106,Ali Meo,Haryana,Faridabad,28.3327,77.3548
121107,Likhi,Haryana,Faridabad,28.3327,77.3548
122001,Gurgaon Kty.,Haryana,Gurgaon,28.418,76.9839
122002,DLF QE,Haryana,Gurgaon,28.418,76.9839
122003,Gurgaon Sector 45,Haryana,Gurgaon,28.418,76.9839
122004,Sikohpur,Haryana,Gurgaon,28.4077,76.9842
122005,Air Force,Haryana,Gurgaon,28.418,76.9839
122006,Gurgaon Village,Haryana,Gurgaon,28.4592,76.985
122007,Industrial Estate (Gurgaon),Haryana,Gurgaon,28.418,76.9839
122008,DLF Ph-II,Haryana,Gurgaon,28.418,76.9839
122009,Galleria DLF-IV,Haryana,Gurgaon,28.418,76.9839
122010,DLF Ph-III,Haryana,Gurgaon,28.4001,76.9661
122011,Gurgaon Sector 56,Haryana,Gurgaon,28.4001,76.9661
122012,Vatika India Sector 82 Gurgaon,Haryana,Gurgaon,28.4001,76.9661
122015,Palam Road,Haryana,Gurgaon,28.4001,76.9661
122016,Industrial Complex Dundahera,Haryana,Gurgaon,28.4001,76.9661
122017,Palam Vihar (Gurgaon),Haryana,Gurgaon,28.4001,76.9661
122018,Gurgaon South City II,Haryana,Gurgaon,28.4001,76.9661
122051,Kasan,Haryana,Gurgaon,28.3553,76.9215
122052,IMT Manesar,Haryana,Gurgaon,28.3553,76.9215
122098,CRPF Kadarpur,Haryana,Gurgaon,28.4001,76.9661
122101,Teekli,Haryana,Gurgaon,28.3681,76.9408
122102,Maruthi Kunj,Haryana,Gurgaon,28.3681,76.9408
122103,Garhi Bajidpur,Haryana,Gurgaon,28.3681,76.9408
122104,Agon,Haryana,Gurgaon,28.3681,76.9408
122105,Sundh,Haryana,Gurgaon,28.3681,76.9408
122107,Nuh,Haryana,Gurgaon,28.3681,76.9408
122108,Bhadas,Haryana,Gurgaon,28.3681,76.9408
122413,Pathreri,Haryana,Gurgaon,28.3681,76.9408
122414,Khor,Haryana,Gurgaon,28.33985,76.85625
122502,Jaitpur,Haryana,Gurgaon,28.3681,76.9408
122503,Jamalpur,Haryana,Gurgaon,28.3413,76.8058
122504,Jataula,Haryana,Gurgaon,28.3598,76.7487
122505,Bhangrola,Haryana,Gurgaon,28.4655,76.9372
122506,Sewari,Haryana,Gurgaon,28.4616,76.8708
122508,Singar,Haryana,Gurgaon,28.3681,76.9408
123001,Chillro,Haryana,Mahendragarh,28.0799,76.0612
123021,Kanti,Haryana,Mahendragarh,28.1729,76.1432
123023,Nagal Nunia,Haryana,Mahendragarh,28.1729,76.1432
123024,Shyampura,Haryana,Mahendragarh,28.3955,75.9426
123027,Gurha,Haryana,Mahendragarh,28.1729,76.1432
123028,Nangal Sirohi,Haryana,Mahendragarh,28.1904,76.1312
123029,Khudana,Haryana,Mahendragarh,28.1729,76.1432
123031,CUH M.Garh,Haryana,Mahendragarh,28.1729,76.1432
123034,Bawania,Haryana,Rewari,28.2358,76.5433
123035,Kannaura,Haryana,Rewari,28.359,76.6377
123101,Punsika,Haryana,Rewari,28.1769,76.5079
123102,Chita Dungra,Haryana,Rewari,28.1673,76.4131
123103,Mandola,Haryana,Rewari,28.22285,76.4072
123106,Raliawas,Haryana,Rewari,28.1881,76.754
123110,Industrial Area Dharuhera,Haryana,Rewari,28.1937,76.5265
123301,Rattanthal,Haryana,Rewari,28.3708,76.5356
123302,Nangal Pathani,Haryana,Rewari,28.3498,76.5026
123303,Lilodh,Haryana,Mahendragarh,28.1729,76.1432
123401,Bharawas,Haryana,Rewari,28.3196,76.611
123411,Dahina,Haryana,Rewari,28.2955,76.4283
123412,Dharan,Haryana,Rewari,28.0911,76.47975
123501,Asalwas,Haryana,Rewari,28.1297,76.5558
124001,Rohtak Town,Haryana,Rohtak,28.8917,76.6118
124010,Sunari Kalan,Haryana,Rohtak,28.8571,76.5513
124021,Pehrawar,Haryana,Rohtak,28.8631,76.6515
124022,Bahu Akbarpur,Haryana,Rohtak,28.8939,76.429
124102,Mehrana,Haryana,Jhajjar,28.6745,76.61595
124103,Dadanpur,Haryana,Jhajjar,28.6344,76.688
124104,Nehru College Jhajjar,Haryana,Jhajjar,28.6197,76.737
124105,Mundakhera,Haryana,Jhajjar,28.5542,76.8032
124106,Khachrauli,Haryana,Jhajjar,28.5606,76.4471
124107,Barhana,Haryana,Jhajjar,28.752,76.635
124108,Pataudah,Haryana,Jhajjar,28.6048,76.6494
124109,Bilochpura,Haryana,Jhajjar,28.6048,76.5723
124111,Madina,Haryana,Rohtak,28.957,76.4015
124112,Bhaini Surjan,Haryana,Rohtak,28.9145,76.5292
124113,Kalanaur (Rohtak),Haryana,Rohtak,28.9145,76.5292
124141,Power Plant Jharli,Haryana,Rohtak,28.9145,76.5292
124142,Khanpur Khurd,Haryana,Jhajjar,28.4703,76.3459
124146,Nilaheri,Haryana,Jhajjar,28.482,76.4931
124201,Beri,Haryana,Jhajjar,28.6048,76.6494
124202,Dubaldhan,Haryana,Jhajjar,28.6842,76.45815
124303,Kahni,Haryana,Rohtak,29.0038,76.6257
124401,Dhamar,Haryana,Rohtak,28.9324,76.6991
124404,Samchana,Haryana,Rohtak,28.8379,76.6494
124406,Kansala,Haryana,Rohtak,28.9046,76.8039
124411,Banyani,Haryana,Rohtak,28.8308,76.4667
124412,Sundana,Haryana,Rohtak,28.7756,76.52085
124501,Bhainsru Kalan,Haryana,Rohtak,28.8388,76.6494
124504,Chudani,Haryana,Jhajjar,28.7918,76.8258
124505,Jassaur Kheri,Haryana,Jhajjar,28.7554,76.904
124506,Mandothi,Haryana,Jhajjar,28.691,76.8561
124507,Bahadurgarh H.O,Haryana,Jhajjar,28.7918,76.8258
124508,Luksar,Haryana,Jhajjar,28.6328,76.7875
124513,Nindana,Haryana,Rohtak,28.9642,76.4989
124514,Sunderpur,Haryana,Rohtak,28.98685,76.4989
125001,Hisar City,Haryana,Hisar,29.0755,75.7562
125004,Dobhi,Haryana,Hisar,29.1328,75.6576
125005,Badya Brahamana,Haryana,Hisar,29.0365,75.8321
125006,Satroad Kalan,Haryana,Hisar,29.0543,75.7998
125007,Chirod,Haryana,Hisar,29.0251,75.6081
125011,Glf Hisar,Haryana,Hisar,29.3034,75.7113
125033,Kumbha,Haryana,Hisar,29.0961,75.9696
125037,Muzadpur,Haryana,Hisar,28.9775,75.8718
125038,Sulchani,Haryana,Hisar,29.2139,75.99865
125039,Narnaund,Haryana,Hisar,29.26035,76.1143
125042,Kharbala,Haryana,Hisar,29.0736,76.1583
125044,Kharar Alipur,Haryana,Hisar,29.2151,75.8156
125047,Gorakhpur,Haryana,Hisar,29.3446,75.6739
125048,Chinder,Haryana,Fatehabad,29.4155,75.5503
125049,Data,Haryana,Hisar,29.17475,76.04535
125050,Kukranwali,Haryana,Fatehabad,29.4899,75.448
125051,Laduwas,Haryana,Fatehabad,29.5927,75.5162
125052,Bagla,Haryana,Hisar,29.2523,75.5061
125053,Ban Mandori,Haryana,Fatehabad,29.3462,75.3221
125054,Bahaudin,Haryana,Sirsa,29.5202,75.28
125055,Ferozabad,Haryana,Sirsa,29.6148,74.9015
125056,JCD Vidyapeeth Sirsa,Haryana,Sirsa,29.6148,74.9015
125058,Ding,Haryana,Sirsa,29.4681,75.2602
125060,Panihari,Haryana,Sirsa,29.6148,74.9015
125075,Dharampura,Haryana,Sirsa,29.6148,74.9015
125076,Jodhpuria,Haryana,Sirsa,29.5245,74.8369
125077,Chormar,Haryana,Sirsa,29.7831,74.8784
125078,Kurangawali,Haryana,Sirsa,29.6148,74.9015
125101,Chautala,Haryana,Sirsa,29.7941,74.5536
125102,Mirzapur,Haryana,Sirsa,29.3814,75.0372
125103,Bijuwali,Haryana,Sirsa,29.8091,74.7261
125104,Masitan,Haryana,Sirsa,29.9038,74.6887
125106,Kullan,Haryana,Fatehabad,29.6785,75.6916
125110,Chaharwala,Haryana,Sirsa,29.3608,75.1205
125111,Sanchla,Haryana,Fatehabad,29.54535,75.6274
125112,Kinala,Haryana,Hisar,29.2151,75.8156
125113,Bithmara,Haryana,Hisar,29.509,75.8891
125120,Tohana Mandi,Haryana,Fatehabad,29.6583,75.8678
125121,Panihari,Haryana,Hisar,29.3746,75.8333
125133,Talwara,Haryana,Fatehabad,29.6789,75.4207
125201,Jagmalwali,Haryana,Sirsa,29.7687,74.9015
126101,Mehrara,Haryana,Jind,29.3073,76.3966
126102,Sindhwi Kheri,Haryana,Jind,29.3166,76.293
126110,Dalamwala,Haryana,Jind,29.4001,76.4473
126111,Durana,Haryana,Jind,29.4354,76.434
126112,Bagru Kalan,Haryana,Jind,29.3046,76.622
126113,Ludana,Haryana,Jind,29.277,76.4508
126114,Nidana,Haryana,Jind,29.2238,76.3689
126115,Kakrod,Haryana,Jind,29.4422,76.1858
126116,Kharal,Haryana,Jind,29.6479,76.0988
126125,Chuharpur,Haryana,Jind,29.4453,76.3009
126152,Badanpur,Haryana,Jind,29.5026,76.0363
127021,Lohar Bazar,Haryana,Bhiwani,28.6418,75.9763
127022,Chiriya,Haryana,Bhiwani,28.4948,76.2706
127025,Baund,Haryana,Bhiwani,28.7792,76.3416
127026,Tiwala,Haryana,Bhiwani,28.59015,76.1265
127027,Sai,Haryana,Bhiwani,28.8839,76.2535
127028,Mithi,Haryana,Bhiwani,28.6816,75.6207
127029,Chandawas,Haryana,Bhiwani,28.6956,75.9885
127030,Dhabdhani,Haryana,Bhiwani,29.0425,76.1726
127031,Premnagar,Haryana,Bhiwani,28.8768,76.1385
127032,Bawani Khera,Haryana,Bhiwani,28.9684,76.0639
127035,Rohnat,Haryana,Bhiwani,28.9625,75.9572
127040,Dulheri,Haryana,Bhiwani,28.8716,75.8278
127041,Siwana,Haryana,Bhiwani,28.9886,76.1204
127042,Misri,Haryana,Bhiwani,28.7114,76.2917
127043,Bhariwas,Haryana,Bhiwani,28.7363,75.755
127045,Barwa,Haryana,Bhiwani,28.9638,75.6054
127046,Ghanghala,Haryana,Bhiwani,28.8679,75.601
127111,Dinod,Haryana,Bhiwani,28.8076,76.0341
127114,Bamla,Haryana,Bhiwani,28.818,76.2743
127201,Loharu,Haryana,Bhiwani,28.5644,75.7849
127306,Charkhi  Dadri Hsg-ii,Haryana,Bhiwani,28.606,76.3017
127307,Bhagwi,Haryana,Bhiwani,28.6402,76.3867
127308,Khorda,Haryana,Bhiwani,28.48845,75.97165
127309,Manheru,Haryana,Bhiwani,28.81055,76.1831
127310,Pichopa Kalan,Haryana,Bhiwani,28.5039,76.0992
127311,Roopgarh,Haryana,Bhiwani,28.702,76.122
127312,Berla,Haryana,Bhiwani,28.4907,76.0275
131001,"Model Town,Sonipat",Haryana,Sonipat,28.9871,76.9937
131021,Qumaspur,Haryana,Sonipat,29.1124,76.7276
131022,Tihar Bagru,Haryana,Sonipat,28.9972,76.9011
131023,Jhundpur,Haryana,Sonipat,28.9078,77.1571
131024,Juan,Haryana,Sonipat,29.0833,76.8791
131027,Malikpur,Haryana,Sonipat,29.0617,76.8795
131028,Sersa,Haryana,Sonipat,28.8674,77.1445
131029,Rai,Haryana,Sonipat,29.0617,76.9148
131030,TDI City Kundli,Haryana,Sonipat,29.098,77.0684
131039,Larsauli,Haryana,Sonipat,29.098,77.0684
131101,Ghasauli,Haryana,Sonipat,29.1364,77.0297
131102,Panchijatan,Haryana,Sonipat,29.1578,76.8968
131103,Halalpur,Haryana,Sonipat,28.8795,77.0185
131301,Khandrai,Haryana,Sonipat,29.091,76.7386
131302,Jhs Butana,Haryana,Sonipat,29.2024,76.5766
131304,Chhapra,Haryana,Sonipat,29.1256,76.5636
131305,Saragthal,Haryana,Sonipat,29.1398,76.8139
131306,Chirana,Haryana,Sonipat,29.1973,76.7651
131402,Rohna,Haryana,Sonipat,28.8775,76.9123
131403,Rohat (Sonipat),Haryana,Sonipat,29.0617,76.8795
131408,Garhi Sisana ED,Haryana,Sonipat,29.0228,76.79415
131409,Katwal,Haryana,Sonipat,29.0247,76.7686
132001,Karnal Sadar Bazar,Haryana,Karnal,29.6875,76.8847
132022,Khirajpur,Haryana,Karnal,29.7169,77.0947
132023,Tikri,Haryana,Karnal,29.7355,77.0093
132024,Manjura,Haryana,Karnal,29.6966,76.7901
132036,Padha,Haryana,Karnal,29.6205,76.8627
132037,Ranwar,Haryana,Karnal,29.6247,77.0141
132039,Mardanheri,Haryana,Karnal,29.5708,76.6115
132040,Munak,Haryana,Karnal,29.5187,76.8496
132041,Darar,Haryana,Karnal,29.842,77.0298
132046,Thari,Haryana,Karnal,29.5181,76.7243
132054,Dabkoli Kalan,Haryana,Karnal,29.6875,76.8847
132101,Samalkha,Haryana,Panipat,29.2561,77.0088
132102,Bhodwal Majri,Haryana,Panipat,29.1967,77.0158
132103,Panipat N.S.M.,Haryana,Panipat,29.3882,76.9586
132104,Chhajpur Kalan,Haryana,Panipat,29.4317,77.0114
132105,Lohari,Haryana,Panipat,29.3636,76.8598
132106,Binjhol,Haryana,Panipat,29.3326,76.9263
132107,Ahar,Haryana,Panipat,29.2834,76.8047
132108,Dadola,Haryana,Panipat,29.3139,76.9717
132113,Waisor,Haryana,Panipat,29.3326,76.9263
132114,Bastara,Haryana,Karnal,29.5713,76.8847
132115,Raksera,Haryana,Panipat,29.2269,77.1181
132116,Shamgarh,Haryana,Karnal,29.7789,76.9168
132117,Nilokheri GIP,Haryana,Karnal,29.8888,76.9616
132122,Dikadla,Haryana,Panipat,29.28205,76.99855
132140,Kabri,Haryana,Panipat,29.4567,76.9347
132145,Palri,Haryana,Panipat,29.3105,76.9263
132157,Aibla,Haryana,Karnal,29.8152,76.7147
133001,Kharga Canteen,Haryana,Ambala,30.2901,76.8908
133004,Mardon Sahib,Haryana,Ambala,30.2729,76.8706
133005,Babyal,Haryana,Ambala,30.2901,76.8908
133006,Ind-estate,Haryana,Ambala,30.2901,76.8908
133008,Majri,Haryana,Ambala,30.3935,77.0121
133010,Defence Colony,Haryana,Ambala,30.3285,76.9422
133101,Bihta (Ambala),Haryana,Ambala,30.2757,76.9551
133102,Kesri,Haryana,Ambala,30.2396,76.8943
133103,Mustafabad (Yamuna Nagar),Haryana,Yamuna Nagar,30.2769,77.1363
133104,Samlerhi,Haryana,Ambala,30.3196,76.969
133201,Barara,Haryana,Ambala,30.2215,77.0136
133202,Manka Manki,Haryana,Ambala,30.2448,77.0981
133203,Dhanaura,Haryana,Ambala,30.2573,76.9239
133204,Safilpur,Haryana,Yamuna Nagar,30.4204,77.2306
133205,Ugala,Haryana,Ambala,30.3285,76.9422
133206,Zaffarpur,Haryana,Yamuna Nagar,30.2872,77.1801
133207,Mullana Engineering College,Haryana,Ambala,30.277,77.0726
133301,B.C.W. Suraj Pur,Haryana,Panchkula,30.8398,76.9406
133302,Kalka,Haryana,Panchkula,30.8398,76.9406
134003,Preet Nagar (Ambala),Haryana,Ambala,30.2792,76.7113
134005,Jandli,Haryana,Ambala,30.3571,76.7964
134007,Dhulkot,Haryana,Ambala,30.3876,76.8069
134008,Danipur,Haryana,Ambala,30.2371,76.6718
134101,H.M.T.Pinjore,Haryana,Panchkula,30.7987,76.9182
134102,Mallah,Haryana,Panchkula,30.7987,76.9182
134103,I.T.B.P.  Bhanu,Haryana,Panchkula,30.7987,76.9182
134104,C.R.P.F. Pinjore,Haryana,Panchkula,30.7987,76.9182
134105,Amravati Enclave,Haryana,Panchkula,30.7987,76.9182
134107,Chandi Mandir Cantt,Haryana,Panchkula,30.7987,76.9182
134108,G.K. Panchkula,Haryana,Panchkula,30.7987,76.9182
134109,Panchkula Sector 8,Haryana,Panchkula,30.7987,76.9182
134112,Panchkula Sector 4,Haryana,Panchkula,30.686,76.9776
134113,Sector 15 Panchkula,Haryana,Panchkula,30.686,76.9776
134114,Mansa  Devi Sec-5,Haryana,Panchkula,30.686,76.9776
134116,Sector-26 Panchkula,Haryana,Panchkula,30.686,76.9776
134117,Sector 20 Panchkula,Haryana,Panchkula,30.686,76.9776
134118,Rattewali,Haryana,Panchkula,30.60255,76.95945
134201,Bharog,Haryana,Ambala,30.4459,76.9474
134202,Shahzadpur,Haryana,Ambala,30.4468,77.0479
134203,Bhadauli,Haryana,Ambala,30.4129,77.0814
134204,Khetpurali,Haryana,Ambala,30.3285,76.9422
134205,Bhojkoti,Haryana,Panchkula,30.686,76.9776
135001,Model Town (Yamuna Nagar),Haryana,Yamuna Nagar,30.0075,77.2266
135002,Harnaul,Haryana,Yamuna Nagar,30.1093,77.2136
135003,Mehlanwali,Haryana,Yamuna Nagar,30.1888,77.2857
135004,Kerera Khurd,Haryana,Yamuna Nagar,30.0939,77.3216
135021,Muzafatkalan,Haryana,Yamuna Nagar,30.274,77.4561
135101,Fatehpur,Haryana,Yamuna Nagar,30.2184,77.2126
135102,Dayalgarh,Haryana,Yamuna Nagar,30.2099,77.209
135103,Lalheri Kalan,Haryana,Yamuna Nagar,30.2986,77.4034
135106,Tajewala,Haryana,Yamuna Nagar,30.2602,77.4413
135133,Baindi,Haryana,Yamuna Nagar,30.0802,77.1341
136020,Pabnawa,Haryana,Kaithal,29.8764,76.6505
136021,Sanghrouli,Haryana,Kaithal,29.83075,76.653
136026,Hajwana,Haryana,Kaithal,29.7092,76.60575
136027,Deoban,Haryana,Kaithal,29.7869,76.389
136030,Seonsar,Haryana,Kurukshetra,29.9441,76.5292
136033,Siwan,Haryana,Kaithal,29.9254,76.3327
136034,Bhagal,Haryana,Kaithal,30.0726,76.356
136035,Mastgarh,Haryana,Kaithal,30.0099,76.2711
136038,Amin,Haryana,Kurukshetra,30.0451,76.7862
136042,Rasina,Haryana,Kaithal,29.77235,76.5924
136043,Serhda,Haryana,Kaithal,29.6945,76.5197
136044,Mandwal,Haryana,Kaithal,29.5838,76.4837
136117,Kharak Pandwan,Haryana,Kaithal,29.6084,76.3941
136118,Thanesar Town,Haryana,Kurukshetra,30.1487,76.6856
136119,Kirmuch,Haryana,Kurukshetra,30.0451,76.7862
136128,Malikpur,Haryana,Kurukshetra,30.0285,76.6223
136129,Naisi,Haryana,Kurukshetra,30.1043,76.6745
136130,Ajrana Kalan,Haryana,Kurukshetra,30.1066,76.7642
136131,Bir Mathana,Haryana,Kurukshetra,29.9764,76.9163
136132,Niwarsi,Haryana,Kurukshetra,30.0451,76.7862
136135,Landi,Haryana,Kurukshetra,30.1502,76.8588
136136,Shanti Nagar,Haryana,Kurukshetra,30.1645,76.71285
136156,Bhagwanpur,Haryana,Kurukshetra,30.0859,76.9578
140001,Ropar H.O,Punjab,Rupnagar,31.0624,76.4894
140101,Dhangrali,Punjab,Rupnagar,30.8018,76.5184
140102,Lutheri,Punjab,Ropar,30.8367,76.4544
140103,Chintgarh,Punjab,Rupnagar,30.8566,76.5726
140108,Kotla Nihang,Punjab,Rupnagar,31.0624,76.4894
140109,Kubaheri,Punjab,Mohali,30.8782,76.6763
140110,Sialba Majri,Punjab,Mohali,30.8446,76.7242
140111,Bazidpur,Punjab,Rupnagar,30.9274,76.4078
140112,Chamkaur Sahib,Punjab,Rupnagar,30.8692,76.4658
140113,Malikpur,Punjab,Rupnagar,31.0624,76.4894
140114,Bharatgarh,Punjab,Rupnagar,31.0982,76.6098
140115,Kiratpur Sahib,Punjab,Ropar,31.12445,76.52925
140116,Paharpur Samloh,Punjab,Rupnagar,31.0624,76.4894
140117,Nurpur Bedi,Punjab,Rupnagar,31.0624,76.4894
140118,Anand Pur Sahib,Punjab,Ropar,31.0624,76.4894
140119,Abiana,Punjab,Rupnagar,31.1115,76.5321
140123,Thaluh,Punjab,Rupnagar,31.2602,76.4783
140124,Nangal Township,Punjab,Rupnagar,31.3897,76.3757
140125,Ajauli,Punjab,Ropar,31.0624,76.4894
140126,Naya Nangal Sector 2,Punjab,Rupnagar,30.9245,76.4479
140133,Kalitran,Punjab,Rupnagar,31.0624,76.4894
140201,Bhankarpur,Punjab,Patiala,30.44325,76.59395
140301,Roorkee Pukhta,Punjab,Rupnagar,31.0624,76.4894
140306,Raipur Kalan,Punjab,Rupnagar,31.0624,76.4894
140307,Bhago Majra,Punjab,Rupnagar,30.88065,76.54455
